country,iso,EPI_score,EPI_rank,BHI_mean,BHI_latest,BHI_trend,CDA_mean,CDA_latest,CDA_trend,CDO_mean,CDO_latest,CDO_trend,GDP_mean,GDP_latest,GDP_trend,GPC_mean,GPC_latest,GPC_trend,PMD_mean,PMD_latest,PMD_trend,POP_mean,POP_latest,POP_trend,TCL_mean,TCL_latest,TCL_trend,UWD_mean,UWD_latest,UWD_trend
Bahrain,BHR,31.05,148,0.701868769167968,0.697494399998711,-0.0004692105299937917,0.033125593188353626,0.0263518244062206,-0.0014115866404675347,10.346341325310599,10.565858290316177,0.024623202586350475,24.965406407625633,25.236160653771474,0.03323181027063572,10.899123367823455,10.96510567063846,0.004747585707317476,2979.9078738910243,2435.33928741082,-105.87909256369042,14.066302314551256,14.27107291214595,0.028484114016916227,0.0035016278291566,0.0035016278291566,9.261760726393226e-21,3.6784662760944102,3.436975663423369,-0.03282881419785562
Bangladesh,BGD,23.46,175,0.5448023901819994,0.5457275038047,-8.750933238525097e-05,0.06553027934806492,0.0448457142232683,-0.00065565914813411,11.115867522604312,11.557207143985979,0.05960252926252205,27.421450094230234,27.97694792665278,0.0615780121032416,8.54530960190447,9.017167915298893,0.05245821564616879,1269.1961223813362,1394.82735947373,8.375932864870652,18.876343068473712,18.95990133374189,0.009109396446430851,0.005542657227018253,0.0095646290118092,0.000603524787144441,6.465953635109413,6.104925051134507,-0.044702014421425115
Barbados,BRB,41.43,82,0.6848528495250228,0.678945794,-0.0008259040472025992,0.009127248207769263,-0.0020343715365978,-0.0023456028445846223,7.27267515413093,7.183668249123692,-0.012630275296914812,22.500485458740293,22.5181917399842,-0.00884620399689144,9.967481980794647,9.967385515932067,-0.011556151442589462,834.8938366834587,732.8121332616,-8.621350526278277,12.533054145994585,12.550856671894739,0.0027104857404998926,0.0038953142790561055,0.0039840471258717,0.0001290416602205763,3.9537122318358713,3.9107591580628176,-0.009261551040927227
Belarus,BLR,47.03,53,0.653141716266538,0.652009892607988,-0.0001434951652473428,0.0032926013672413953,-0.0053159770136085,-0.0007429309391725801,11.012784638239555,10.928400641522765,-0.0030426361447611415,26.15736190192292,26.2645117163017,0.01940989840882124,10.096322042676865,10.232195367254064,0.021387875195085393,1879.9492979733293,991.33615622538,-113.05737403145032,16.061081629550106,16.03235245130995,-0.001978933602642613,0.005342938831173274,0.0072749659978515,0.0002898044905425963,2.678937450768328,2.6032944221335463,-0.019347006869978516
Belgium,BEL,60.08,23,0.6134452901845275,0.612789468850123,-9.8206782996654e-05,-0.014557830160444669,-0.0159372415243204,-0.0004393694355153261,11.548455923612774,11.346922404543882,-0.01874718813215367,27.191628840784006,27.33431232524043,0.012675875535640903,10.964315453787393,11.051784510629632,0.006413186078359813,567.9329347289621,237.55576591135,-39.32558694458939,16.2273307988933,16.28254375839511,0.006262579080303746,0.0060253481560012005,0.0075203975661448,4.587803789917121e-05,1.6306304508222265,1.3893373291978155,-0.025194044370931812
Belize,BLZ,41.35,83,0.8087267849532146,0.793409248236515,-0.002409007251143354,0.030378563268271666,0.0272060620587267,0.0012859774334853795,6.3545771266179525,6.643074986705873,0.03315271745417798,22.14771101116629,22.349717370410204,0.01639427129691367,9.394275837275883,9.423191833330645,-0.004697916812345859,1079.8524319277833,1118.05992607672,-0.9102065111222855,12.753521417689262,12.926608800228234,0.021092526742134198,0.007582101098343096,0.0097325382947857,0.00034750050933539,4.977172036974222,4.585667833125026,-0.05120693611016415
Benin,BEN,39.85,91,0.6456110169977399,0.640744377962191,-0.0008325246986980194,0.06916780951765095,0.0199860810723238,-0.007149063576590068,8.456104365543693,8.687580988449364,0.035859943751846986,24.21621312518416,24.68427245048287,0.04672054971725907,8.00414531688638,8.222073541468568,0.017856681154528358,883.3804455381527,875.58948489216,1.8088328592229999,16.21240374446141,16.46246767337131,0.028858024033345545,0.011211890353867982,0.0099259561361077,-0.00034749069763390236,7.629095609887588,7.290552033580473,-0.028307657255720067
Bhutan,BTN,47.74,52,0.7260634534133237,0.722574018204924,-0.0005047400507795296,0.0713249420850222,0.0061611086837778,9.576971593664654e-05,6.967012431865704,7.396732598845699,0.07387273069968252,22.816690309149646,23.16468353206676,0.05018403684621352,9.318209185368094,9.589550201150159,0.04055904793023709,1881.4443427683984,2048.88330617123,10.524964229728992,13.49857492474149,13.57520304501166,0.009621033281705396,0.0004586914328166421,0.0004990608261749,1.3162808892342226e-05,6.574210590668192,5.844658686365686,-0.09903473485702502
Bolivia,BOL,39.25,98,0.7893959143632132,0.781061030048102,-0.001068683127371476,0.04063996773046641,0.0160487066437263,0.00012978130967443782,9.785984353078055,10.11137608880207,0.04001791314277689,25.424238523687766,25.680711865902957,0.03643148588535537,9.229696629283815,9.360238384261812,0.021418511307605508,1801.3071183724812,1492.34391987523,-45.90398623152627,16.194640916551776,16.320559646587018,0.015010801029557628,0.005230744788560506,0.0097073186075753,0.0003111892265453103,5.196716549736319,4.502815825239327,-0.09077458496076404
Botswana,BWA,51.77,38,0.7286227239386494,0.728084538329191,-6.686919128074818e-05,0.03644264850022808,0.0154734305867672,0.0009394584487254392,8.621480425942778,8.88871225214181,0.039285771491556376,24.28314629703853,24.572501759348793,0.03017063157917142,9.69964577371611,9.8486870768156,0.013940320188828632,1234.655882146119,897.57937291754,-36.47400316718802,14.583562553991591,14.723867903584303,0.016229450033214653,0.000975298135931015,7.66202796338788e-05,-0.00013997187096690436,7.07657378338166,6.4395284147016,-0.0638739137369179
Brazil,BRA,48.27,50,0.763810743182129,0.759556466145075,-0.0005844029259329346,0.021296075749896805,-0.0109382730730143,-0.0016776503465218296,13.03790432308411,13.089825598269243,0.014653251367934392,28.894580536972878,29.02442153408523,0.01470222902533784,9.784414865591478,9.856438512923573,0.00715286849156918,909.1564188758986,780.316232425,-19.097744507478176,19.11022211705414,19.168035435941462,0.007548939327573579,0.005726151951927963,0.0058147428922354,4.1301244083842774e-05,4.530719476992485,3.9915842720321426,-0.08782172591922699
Brunei Darussalam,BRN,37.71,110,0.7680847782023177,0.762205933745462,-0.0008685429524538053,0.028075041131454006,0.0612713849035607,0.00029478043624449454,9.087045043569296,9.433779276344922,0.02920496568320381,24.28311170965833,24.283264738847084,-0.0013149647948317185,11.353300076544159,11.246583418959691,-0.015165948737781295,545.2561325606258,495.5328073354,-2.7154818141969748,12.929825840329826,13.036696550647237,0.013851125278829854,0.002713805223998663,0.0019355615939987,-3.5629767231220943e-06,1.9042357709630697,1.793291944489447,-0.012526246702623787
Bulgaria,BGR,59.77,24,0.6185588566990181,0.617149098720805,-0.00013860371073587052,-0.007378529599669542,-0.0224837661099714,-0.0015190253045179324,10.738355985854598,10.448771048527208,-0.01687591705654938,25.872463741477652,26.085560047796978,0.02066492458165994,10.105261681186187,10.40652748520781,0.031256484921401616,2013.8922446257175,1551.1742690719,-58.90492683377429,15.767243683556806,15.679062952644513,-0.010592839774571455,0.0015402142498056684,0.0012249712466714,-1.9249518061557017e-06,2.7820023202278787,2.9350454690341583,0.035152954513700034
Burkina Faso,BFA,35.24,119,0.5945428332790237,0.590675643,-0.0005895888680628405,0.09401646679360343,0.0883590748838967,0.003717546411150916,8.033550245301662,8.749802374233322,0.10234816729028778,24.347388683671113,24.770638255529512,0.05238463113992,7.6352809983305505,7.818915551780766,0.024068958113467976,681.4698154381642,640.71804504176,-8.719111145926984,16.712595249411464,16.952124885464602,0.028303918025441552,0.0035016278291566,0.0035016278291566,9.261760726393226e-21,7.510149008448783,6.984229750826337,-0.06431975681230416
Burundi,BDI,24.39,172,0.6957111795769502,0.690854825554564,-0.0007441931973379423,0.05793846265144882,0.120542856509594,0.008837526667866653,6.001519157404764,6.804300163313943,0.09593691309721286,23.084582273599224,23.37541974566276,0.03556192873511004,6.921927548472019,6.9442483543213465,0.0032299366826835864,562.8126825150921,525.57189717762,-4.235221200525121,16.16364145084408,16.43213609419609,0.0323288058645878,0.0028563662734279426,0.0037485774664223,0.0001318480835258055,8.094594700042984,7.710095000642119,-0.057907539296956474
Cabo Verde,CPV,32.75,139,0.6974445886805359,0.696925787866137,-7.498561531596634e-05,0.03335874022219446,0.018532375605057,-0.004626055863305518,6.281527463103376,6.350001306887665,0.011028139150521973,22.062058806187213,22.296104281192974,0.02264883133639835,8.921639461373458,9.130155870025716,0.01969428707995152,796.9489031366169,989.17678895889,19.30184664669268,13.140555875473783,13.166058680018418,0.0029518386169306516,0.0035016278291566,0.0035016278291566,9.261760726393226e-21,6.367956617329557,5.882480940862813,-0.056895553408089376
Cambodia,KHM,31.21,145,0.6357655529569735,0.629963154,-0.0009062644051685509,0.1177682753870225,0.144659166802989,0.006613876492750235,8.976956153320517,9.97173021877724,0.1300299903604267,24.984483040834334,25.482512101078527,0.06410229042681465,8.437916040051217,8.809309211523088,0.04960634011704929,600.9244788189332,658.36068863166,-4.047150644648508,16.546792040742,16.673352294471318,0.014484717929146799,0.014834533486804904,0.0148584284298021,0.00047030498008701914,6.0084833524746655,5.365383678487302,-0.08565752532818123
Cameroon,CMR,34.9,120,0.7647826230740176,0.760278462880656,-0.000921366795927847,0.030797899527814514,0.0045914315326562,-0.00034655642036278357,9.040074124321183,9.179454711722318,0.027998021720581936,25.332982424447305,25.652864426916864,0.038116939894216835,8.423804038222102,8.492132008486573,0.009578882598166265,1452.8182183836925,1499.62802776817,7.616324413202741,16.90939837053863,17.16093755026994,0.02853594521060095,0.002716238206743711,0.0053745650340121,0.0002855607568563339,8.159253506740825,7.6037981279231435,-0.05672822452798899
Canada,CAN,57.78,29,0.8426797397093406,0.841062857169872,-0.0002320991025053719,0.0004116319501020157,-0.0053461133955343,-0.0006514825136088357,13.235939961388357,13.209420508989854,-0.0024592218427114633,28.300533671572417,28.46631847717497,0.016852639461160904,10.91449287184693,10.959860925942806,0.005558780800524932,244.24092475046635,179.25034098647,-9.2437968141351,17.386059032173456,17.50647496205866,0.011293757351093649,0.005581533021646595,0.0080207178959413,3.9826709525754096e-05,1.4539931479393458,1.1246268286265482,-0.04358713432651901
Chad,TCD,27.65,163,0.6781882207038789,0.675083589267306,-0.0005114957818803994,0.0844093717682495,0.0256157044652179,-0.0035731386146654587,7.474105566480417,7.954861514570378,0.06884353670950145,24.334846052252306,24.573523885173355,0.02960773195908615,7.873233999663068,7.797331860864293,-0.004568479530105581,1274.5353636185278,1255.52284240809,-3.1633543332281437,16.461993558904155,16.776602990132414,0.03417798220729466,0.007017716714988748,0.0146916049953449,0.0007163045560079675,9.157742770714801,8.90334155641183,-0.025517725798316116
Chile,CHL,50.95,41,0.7870588030081592,0.781745447110667,-0.0006114545998453224,0.021559454087828726,0.0014408113009523,-0.000740031590993909,11.253649486138134,11.259389965748428,0.016007034848162533,26.872856022747584,27.088339206598544,0.02831990148489037,10.168859776095692,10.294335617763222,0.017397833954739497,795.0192631153449,758.09016517084,-9.110609242400825,16.704034861026354,16.794037464419837,0.01092137962345429,0.005538038439787426,0.0041233470426926,1.2306206070718558e-05,2.8517142162332774,2.5730251854980337,-0.049033381892758576
