"code","iso","country","BER.ind.1996","BER.ind.1997","BER.ind.1998","BER.ind.1999","BER.ind.2000","BER.ind.2001","BER.ind.2002","BER.ind.2003","BER.ind.2004","BER.ind.2005","BER.ind.2006","BER.ind.2007","BER.ind.2008","BER.ind.2009","BER.ind.2010","BER.ind.2011","BER.ind.2012","BER.ind.2013","BER.ind.2014","BER.ind.2015","BER.ind.2016","BER.ind.2017","BER.ind.2018","BER.ind.2019","BER.ind.2020","BER.ind.2021","BER.ind.2022","BER.ind.2023","BER.ind.2024","BER.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,57.5303643606147,56.4387380812982,55.6453351138731,54.9435138359268,54.1034282334446,54.6283864724925,54.0542457065199,54.0995185169511,54.2262084641979,53.9653174019257,53.6133460972383,52.5589730507915,52.8485386489541,53.3418358713458,52.7793671463451,52.5664729770093,52.2921559333494,52.5051838029371,53.1339000542258,53.0457113380791,53.059346498721,52.2742082538256,52.4779931037151,51.5903231028028,52.423748638066,NA
40,"AUT","Austria",NA,NA,NA,NA,23.1392893352594,22.5487004972511,22.2488368138139,22.0659447894271,21.5483299412925,21.5191862549486,21.5371764551882,21.4940265003651,21.5377146089999,21.394573578339,21.4125665318381,21.3310439286168,21.3969990393131,21.3997421666009,21.2841145049733,21.2949389041632,21.1824110999919,21.282140661948,21.1821671563444,21.1756545549328,20.9829493357468,20.9555024035445,21.07968950922,20.9295425667081,20.6832336070808,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,27.3915319536928,26.4964499678287,25.3056700417899,26.0356093452093,24.5638068295155,24.6373574590148,24.1942899106782,23.9692215090775,24.1985037032565,24.2404952824996,23.4844819511532,23.5582666533036,24.0583081119898,23.8812549905416,23.4597121220311,23.6334953698594,23.7701079672865,23.5513594362355,24.8922278354821,23.7766886149783,24.6284411184527,24.0157893544945,24.1170238579166,24.517068563656,23.5458627954933,NA
44,"BHS","Bahamas",NA,NA,NA,NA,66.1872801100969,64.3230546385238,63.7159998035579,63.9386183140088,52.86780811351,52.8521563233174,53.3288380790378,53.2412769510167,52.5792075314798,52.3857684861933,52.4201756027619,51.8228237404234,52.1251138497816,51.8264288213825,51.828290778602,50.4401058759897,51.8666807673598,51.2306704250612,50.9887853355968,50.7372967992511,50.586182993974,50.8317989794281,51.0772032671548,51.4792493528263,52.9985653296079,NA
48,"BHR","Bahrain",NA,NA,NA,NA,34.1907538341589,31.3376712366368,29.963354265436,29.7881577858263,29.600317039046,29.3466330751708,29.1705484289485,28.9674194223355,28.7421609824699,28.6295762299141,28.4957188140614,28.437442263603,28.131183402736,28.025318712576,27.9054495543587,27.4480443514422,26.8880696140734,26.7755372713193,26.6405601770336,26.223273308134,26.122512826469,25.7674795459622,24.8760363933178,24.8924951017977,24.8631323653435,NA
50,"BGD","Bangladesh",NA,NA,NA,NA,2.87294607763628,1.99281246303102,1.64091640049353,1.21367254264424,1.13364333803576,0.919336475007078,0.756043085439682,0.618206594063432,0.68952377646932,0.625496819590725,0.379239299954469,0.121689000081064,0.563925378624221,0.160837888030337,0.099092621655412,0,0,0.107831229329282,0.123877875442803,0.0573260754743916,0.350632948503514,0.406654434750414,0.616576982154434,0.466216840749254,0.712777895030335,NA
52,"BRB","Barbados",NA,NA,NA,NA,0.195600056925694,0.190248956110891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
112,"BLR","Belarus",NA,NA,NA,NA,11.3479368739929,10.7654340900236,11.0670337735186,10.801794930673,10.5754928423362,10.2797258098807,10.813658211981,10.2164749228811,10.8158068613238,10.5913193168034,10.7770145668985,10.6035039610517,10.229027694575,10.3677521728386,10.7362638379215,10.7389164347381,10.654144793256,10.645134723126,10.777733870273,11.2800578260813,11.0397874321423,11.1748294056862,10.8858370378387,10.6674978590012,9.62776399050851,NA
56,"BEL","Belgium",NA,NA,NA,NA,1.21615987020863,0.303412396189693,0.459596869643766,0.454950882189913,0,0.13122869430435,0.0892143382735073,0,0,0,0,0,0,0.059309015799769,0,0.106615357299793,0.0461525468034707,0.148939744711548,0.220591173785739,0.243206839331427,0.159032473059884,0,0.242544945097001,0.17465246397964,0,NA
84,"BLZ","Belize",NA,NA,NA,NA,100,100,100,98.3072595450801,92.9091143157141,94.8788786221408,95.018210829821,94.1439477189333,93.9577519910274,91.6477941912272,86.6308891614033,84.2552346812228,82.5196467795758,82.4473802171532,81.9976187229838,80.5294897994938,76.610381393084,75.5197734766092,74.3823358917725,73.9754709634391,74.6454932505541,74.5330797574478,74.80685125766,74.182226258483,72.0867356454832,NA
204,"BEN","Benin",NA,NA,NA,NA,26.058368435218,22.4587731555272,24.1406208220922,21.3492384026935,21.370315609009,21.0967761105664,21.532537674525,20.6437496814704,20.0011558483012,20.357121731209,19.7469810548207,19.3337808858699,18.3703793664852,18.242047004545,18.2163618459699,17.7766990129686,16.6958687525473,17.235132887412,18.165417621211,17.9871146580335,17.8053845207708,16.3536308445627,16.5889212837744,16.7403728519325,16.1562301468755,NA
60,"BMU","Bermuda",NA,NA,NA,NA,30.7004881630917,23.2822875760596,21.5853728974731,21.6304967844897,21.5812742072581,21.4508179076919,21.3603372164379,21.1395451504931,21.3205124267291,21.3580329455931,21.1737141435997,21.1820287549149,20.3494247878473,20.0617848143148,20.33807829201,19.1001212800848,20.591441366875,20.5258707008476,21.1334500819328,20.7304115188018,20.614588978018,20.4182482912925,20.2147879585701,19.8308880585367,19.8771364779542,NA
64,"BTN","Bhutan",NA,NA,NA,NA,50.8518147073281,47.4085380921156,46.7919275355417,45.6779269915364,45.6354934792519,45.3016151434418,44.4520329695028,44.3761417961017,43.8891248543708,43.7964939579735,43.506660284852,43.0862138326578,43.4704421691246,42.8743154146692,42.7281813388897,42.3236462045968,42.2968416108675,41.8197576957909,41.7894447335932,41.5637414638949,42.3618424054382,41.8400240706152,42.0395618615077,41.6825717783757,41.604264064796,NA
68,"BOL","Bolivia",NA,NA,NA,NA,83.759084390013,80.5127915968684,81.1222976371212,79.3236429209439,77.804945496026,77.8688901945772,78.2755125639978,77.9906363763964,77.5446293391324,76.2759505924027,74.0599894034882,73.6321738954452,72.5095485451578,72.3549301828137,72.0409953078518,72.4299107794612,70.6117612309324,71.3209704353668,70.3692523002024,69.9713781079111,69.9292408492411,69.8373051193696,68.867687287031,68.5562836666935,67.7490335947347,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,22.9760146211791,22.3415380212376,22.0497091262238,22.0080620927916,21.4748300824543,21.1844032225325,21.532339200675,21.5632784752911,21.690926429932,21.5608704439218,21.6300097377074,21.9220636436075,21.7815492641793,21.5711701256626,21.4314066830268,21.4933870435365,20.9848037311742,21.8023788742096,21.4647865146256,21.1332350301114,20.9220186638725,21.0530461966275,20.883541269438,20.6668455353936,20.3005291775303,NA
72,"BWA","Botswana",NA,NA,NA,NA,53.306198890827,52.8889031621015,53.6120722487437,53.9889820636271,51.6589520307747,53.4713864509341,52.1558954502925,54.227243177353,52.9733960619481,53.9987521523228,51.6560282946879,50.2072920318911,50.743172363562,55.3258572234421,51.4077831366089,50.5880303828609,52.2284702784982,51.3521594989731,52.1563135996322,53.3414450136519,53.5699759979516,53.514904781353,51.1879433764678,51.8555883661674,55.120098487282,NA
76,"BRA","Brazil",NA,NA,NA,NA,57.8858844780233,56.8507629625224,56.859258250038,52.9688734195812,53.7913006943798,53.2738082252812,53.667707094454,53.699313400371,52.486292035984,53.8568566705467,52.37285680094,51.9074796557731,50.8055821870695,50.3221306303467,50.1081630857813,51.7428468304151,49.4629074833262,50.5580985485555,50.4324775458538,49.6903196777296,50.1765823859705,50.3250685845307,50.2365894546088,49.6372703205057,49.3684328772199,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,50.8088679948969,49.6818978552803,49.618120153488,48.2905843864824,47.2109323754204,47.5983760671216,47.3884850694072,47.0266801158942,46.928395815742,46.3820505356542,45.7892778366034,45.2652344929805,44.102400660847,43.2990183868293,43.2523459327281,42.3691210978637,41.9944697368903,42.4010769870481,42.0037223015602,41.6547198989739,42.0569442448125,41.9399401953656,41.7558707926289,42.0086759953249,41.2272886947887,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,13.7175472406454,12.9567702635592,12.880660856163,12.9768260251666,12.7935196454356,12.828807457957,12.8485409805656,12.6957652407839,12.7530422627064,12.6894221071482,12.8692111698679,12.811104360366,12.7686629827969,12.6101855112157,12.7563946497324,12.5724560727308,12.4227164700642,12.6221679182846,12.9321524725698,12.6785092728871,12.5635625187555,12.4516144341969,12.4433963090211,12.282403529951,12.0930406535127,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,7.41310760003194,6.8224358923496,7.19137929364364,6.09098620874202,6.1844161919332,6.28846931380504,6.05538350064305,5.45095689396057,5.62114127054388,5.68756496032351,5.32813671816259,5.41733653597268,5.01681615941224,5.09563624378913,5.06568546443879,4.76230717578546,4.21905005258194,4.59521203156352,4.59326177762652,4.76603808444334,4.24976065237747,3.8943721706383,3.90941658694348,3.851667826196,3.63147252191914,NA
108,"BDI","Burundi",NA,NA,NA,NA,37.5052416473291,36.863421330629,36.9642631478035,35.6709397498309,34.9713387181624,33.8741564590999,34.2781426382285,34.0660008435287,32.942502124659,33.1164011152567,32.4861321318044,31.3710404828365,31.7592028215048,31.0921079929517,30.6779306899135,30.5058112471924,30.2656478386197,29.6232730747842,30.0465955737324,30.203720152504,29.9768604623414,29.5289756883953,29.4339869568244,29.2480521153674,29.2186837193509,NA
