"code","iso","country","PAR.ind.1996","PAR.ind.1997","PAR.ind.1998","PAR.ind.1999","PAR.ind.2000","PAR.ind.2001","PAR.ind.2002","PAR.ind.2003","PAR.ind.2004","PAR.ind.2005","PAR.ind.2006","PAR.ind.2007","PAR.ind.2008","PAR.ind.2009","PAR.ind.2010","PAR.ind.2011","PAR.ind.2012","PAR.ind.2013","PAR.ind.2014","PAR.ind.2015","PAR.ind.2016","PAR.ind.2017","PAR.ind.2018","PAR.ind.2019","PAR.ind.2020","PAR.ind.2021","PAR.ind.2022","PAR.ind.2023","PAR.ind.2024","PAR.ind.2025"
591,"PAN","Panama",NA,NA,NA,NA,35.5464779483598,37.2700779746912,37.904557910836,38.791559994884,40.1380954328826,40.556322503544,41.2674196307126,42.2691986652818,42.4447195750982,45.9752714301116,46.5960134569654,46.7328439959088,46.9326160212732,47.4365988776712,47.5191553982536,51.2539477484372,51.3334803582098,52.197960835051,52.750851,54.2588534183908,54.3310021911596,54.4533115560084,54.9435940671852,54.9659689041562,55.016885592551,NA
598,"PNG","Papua New Guinea",NA,NA,NA,NA,9.6512278,9.6517354,9.6558518,9.672306,9.6769628,9.6779494,9.9928466,10.2565912,10.3811276,10.6745858,10.6829076,10.7044724,10.755024,10.8480142,10.8558884,10.8672928,10.9385518,11.6837504,11.7057998,11.71281,11.7203912,11.730991,11.733138,11.7553348,11.7553348,NA
600,"PRY","Paraguay",NA,NA,NA,NA,10.6003692,15.9838748,16.2811104,17.3968556,18.1206504,18.8709866,19.0088162,19.1929588,19.3982438,19.486268,19.7024488,19.7651584,19.83523,19.863553,19.9962998,20.0386964035456,20.0608919066658,21.7944913037458,21.9235452410638,21.9304094713464,21.979465021421,22.0723507680628,22.1439060233064,22.2077814024376,22.209181294257,NA
604,"PER","Peru",NA,NA,NA,NA,10.302662,12.1491686,13.6473584,14.3427496,15.259267,16.9818912,17.3237856,17.647533,17.8504028,18.593596,19.5120666,20.6910889367564,20.9317461569724,20.942866166361,20.9974905513334,21.4792524,21.6740107576976,21.878861809778,22.6321604616474,23.0869139235324,23.1350954533442,23.7183452,23.7602197464096,23.8251785187792,23.8466169116382,NA
608,"PHL","Philippines",NA,NA,NA,NA,12.6843772,14.1890608,14.3239902,14.6704,14.7391094,15.270357,15.383577,15.7228862,15.7601564,16.427602,16.535211,16.7138404,16.856193,17.1148304,17.4796742,17.6271266,18.5620696,19.10132,24.0870078012154,24.1749292769498,24.2039325784616,24.3238720676054,24.3271857547642,24.3272724952362,24.3273008,NA
616,"POL","Poland",NA,NA,NA,NA,24.5275975526148,25.4901038,25.9081667235874,26.9835075429006,28.9948290351528,29.3501811559622,29.6746737435584,31.2147672350992,31.7734888739194,32.2221392649766,32.4688280273834,32.6928293558054,33.0251471801854,33.223281117948,33.481386750256,33.6803822761958,33.8729850785122,34.0884236930208,34.3379545438926,34.5312267207026,34.6442546537182,34.8580296717358,35.03928408466,35.2026382,35.2546485700806,NA
620,"PRT","Portugal",NA,NA,NA,NA,15.5846858,16.4679742,16.8422508,17.8886306,18.7311356,20.1350632204814,20.5039454742384,21.075833652027,26.6500952117188,27.2928173955094,27.6367491146816,28.0327776816818,28.2488932235932,28.4996578382318,28.7539005483884,30.3332539655736,30.6697898364386,31.002520264975,31.578750356659,31.8185566148374,32.03407,33.1814616693198,33.2849258261724,33.400425,33.4262029554902,NA
634,"QAT","Qatar",NA,NA,NA,NA,14.8001628,15.091656,15.1583744,15.2890816,15.3104782,17.1589062,17.4596004,18.92064,22.8569527137284,22.865667074078,22.8935896,22.9281259473932,22.9422101300126,22.9772956902542,23.4928048468686,23.5138659627534,23.7268239750838,23.8876805537902,27.0932589728074,27.6161144056834,27.7189272,28.107272589324,28.1299936061732,28.6343011730246,28.639624408476,NA
178,"COG","Republic of Congo",NA,NA,NA,NA,12.9982142,13.1941824,15.1858264,15.2186842,15.7584236,16.066189,16.8039792,26.6875580843784,30.2130334948882,32.6926006993776,32.7934455365086,33.0914647778686,33.962217716661,33.9780012163334,34.2722273267498,37.4885268365428,37.7183628169548,37.960675894279,37.9739583387004,38.077669625871,38.084566176116,38.096294587721,39.0663928232214,39.0991159579148,39.105139,NA
642,"ROU","Romania",NA,NA,NA,NA,14.8423306,15.6334578,16.6233704,17.222321,18.9562208,19.3567602,19.5952258,23.6467131567158,24.0932567138248,25.0568136792544,25.6154643288436,26.5560156,26.6934894450628,27.5181097492094,27.806701235007,28.0314694,28.3617016228492,28.5269854945132,28.9674911458928,29.1934490525108,29.4181277399476,29.8814115043942,31.3730110906248,31.5714276627108,31.7291480477628,NA
643,"RUS","Russia",NA,NA,NA,NA,14.2756114,15.3860774,15.9700432,16.3840184,16.6626156,16.8911032,16.9818104,17.2172062,17.3102194,17.5313546,17.9388214,18.1629236,18.3501818,18.6342826,18.834303,19.0328706,19.094148,19.3431018,19.5318868,19.6771938,19.7184284,19.7647612,19.8001294,19.8241396,19.8423556,NA
646,"RWA","Rwanda",NA,NA,NA,NA,22.8292045495734,22.8507852880872,23.1178696,23.139083287789,23.2615751987672,23.4818566471494,25.0861661132386,25.5576684165016,25.768073687757,25.9197435548372,26.0349313487166,26.1706198446926,26.2102086943154,26.2542035321436,26.3568848597828,26.5656221935466,26.6269550729236,27.1884421591216,27.193930560856,29.3701385016052,29.3752570172838,29.3864663841306,29.4121424856064,29.4254582,29.4288185472044,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,38.639105,39.2367810756118,39.443371,39.8825576318226,40.812810773069,44.4206815249936,45.3638324504898,45.9477628206834,46.1927286767106,46.8080282,49.3532454162796,49.6728657333548,49.7200476770198,49.7429753212592,50.0229560258566,50.3321412,50.620856,50.6396364558282,50.7290266361286,50.7471002592296,50.754369301727,50.7781338765986,50.9178500013978,50.923349795483,50.9244168828124,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,37.5519782188374,38.1573476,38.4944194004288,38.7216744091564,39.3603933751152,40.1909456012582,49.5963332485256,49.9531181920486,50.2031956999582,51.4892610470768,52.3714476,58.0728739676298,58.1041594,58.1277230074494,58.5184638,58.7225170340648,66.0171262,66.0789181796782,66.2971533229754,66.3788701001372,66.3897558,66.439001950507,66.6527773492558,66.6649110513142,66.6685828,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,67.2790660230932,67.9485017881852,68.7511994,69.0669808,69.5383486,69.8575955764632,71.2949144691678,72.2639528813184,72.5551814722006,74.724548298435,75.3975966204216,75.6008940345248,75.6265254471038,75.6381521812446,75.771175468711,75.884857650939,76.1936576226282,76.2409381484824,76.518564027014,76.628814607932,76.6371097015526,76.6654624,76.837250769779,76.8650816615112,76.871163428598,NA
882,"WSM","Samoa",NA,NA,NA,NA,3.9681542,4.2939508,4.3515226,4.7444328,6.938998,7.0934768,8.048552,8.2316922,10.3571394,10.4173502,10.4242056,10.435699,10.445284,10.4514892,10.4520928,10.4613346,10.4660792,10.588981,10.599812,10.6030642,10.6030642,10.6030642,10.6030642,10.6783836,10.6783836,NA
