"code","iso","country","COE.ind.1996","COE.ind.1997","COE.ind.1998","COE.ind.1999","COE.ind.2000","COE.ind.2001","COE.ind.2002","COE.ind.2003","COE.ind.2004","COE.ind.2005","COE.ind.2006","COE.ind.2007","COE.ind.2008","COE.ind.2009","COE.ind.2010","COE.ind.2011","COE.ind.2012","COE.ind.2013","COE.ind.2014","COE.ind.2015","COE.ind.2016","COE.ind.2017","COE.ind.2018","COE.ind.2019","COE.ind.2020","COE.ind.2021","COE.ind.2022","COE.ind.2023","COE.ind.2024","COE.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,69.5126174563798,72.2148303498792,72.3486265513117,71.5634684870509,74.6875583765703,78.873737292505,77.276566705384,78.9451906741804,79.6092820779493,80.4161307190155,77.9647606580155,79.9830379101365,80.0522616606078,79.9751232266805,81.7760778885185,82.2795369995956,62.8193642599533,77.1096243186955,85.5875770733289,86.9946757178791,84.0966831504457,82.5176009220652,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,41.6821825067583,45.4685743083037,45.5471379349413,46.0113484643237,48.6289582689341,49.5783449961871,50.2881186481184,49.4933714008726,51.0034075911526,52.4041359936021,52.1030473911087,52.5201275527585,51.9859047017654,54.109682001555,54.8654980494802,55.8386767833064,57.3385682383434,56.558762886887,55.3168452468029,57.8400259250355,55.6646045280214,55.9533153987621,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,56.9900695586102,58.6187800058006,58.7610304140946,58.5389118416702,59.2523447578548,61.1660386552222,61.9894270497746,58.6434687115312,61.4406533780594,59.634836240714,61.2630035574752,62.0701088638551,60.634127739744,61.8505379878222,61.7778064820808,63.0420024307437,62.1435405569913,61.9337254801092,60.4618912477117,63.5628118509849,61.2391632088271,61.9448116584782,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,72.1037153951818,72.4655850034563,72.5169430496874,72.8539713321662,73.7322543890413,75.8432480038765,78.0246901873092,74.6203339565783,76.3894545044991,76.9288327902263,78.4124255320391,77.9895764776413,79.0422234478307,77.7135677728613,79.8384582672079,81.6871160879863,82.3148595211932,80.5285910244102,79.9142865378485,83.4830986861477,79.7046506548252,78.3308432409486,NA
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,45.6903218412079,45.0974264144381,45.0112288457497,44.5569980919542,43.2467037609263,46.1767244300049,48.3433333768419,42.1456159345364,47.4293826883692,45.367070132164,45.8636401963067,45.852191132747,44.7574258901524,42.6827482324013,39.5038051122812,41.3321801341723,41.6303405039434,40.2543795077825,39.852173818292,37.8022869169461,39.7543941978112,39.9865570761594,NA
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,8.13112224450177,9.69747440795275,10.0148312995529,6.04788744403145,6.55048973358022,6.85203656104703,3.5973790925471,7.6366366573918,4.60021975599724,4.62805755548919,5.32841199587875,2.62145278590005,3.40071602434256,3.08435550518196,6.00340129001911,1.23030787114747,2.97388820584293,0.840589436030115,0,3.42455811644263,0,0.816789091344006,NA
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,78.6830257981783,80.5292497177504,80.0886117458585,81.0883686402039,80.655492372643,82.4856473918071,84.2570110185646,82.635336535785,83.5755242574833,83.4398861998444,83.4901921627908,84.9632183133337,83.53426718252,84.0623211349356,84.2736612158016,85.2895627773163,85.9395529085964,83.7735634057431,83.5415963228857,85.8356970933477,82.8357803687027,81.572262725032,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,55.5614462840444,57.9058083715721,58.1091617766099,57.6180476802083,59.5578807226521,61.3244793552231,61.7001522589908,58.4113062123122,62.0615065802609,61.3740077374206,62.0046015270536,62.1224544003584,61.9718252212611,62.8353250277281,64.2378582117794,63.9207253492794,64.3995496684858,64.6486235980907,61.8461830290094,65.8220903750716,62.6241211832232,63.2306420535146,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,35.5918000310464,40.4116342119453,41.8513305233683,43.6304213139386,44.9610170609155,47.0643252583725,48.2990585834975,47.369384222846,49.0996018033897,50.4477817480542,50.2574769229763,52.0551248099449,53.6325359926254,53.5264388255422,54.3659987534806,56.3932195363689,58.5297539187716,60.9223156251555,58.4240469378508,60.5582136656401,59.798840710671,58.9775122864567,NA
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,63.2908590067315,70.9667358556781,61.1898467489267,71.3472697881035,68.2514216859175,71.6754894732822,72.7790197763305,68.8133891948378,68.5377054414886,72.498836781022,69.2420229201459,72.7042681252104,72.3796458562574,71.2153136799972,71.0673285864588,75.12061599217,72.099577274308,70.7079152796795,74.1320250331966,75.4910535788999,69.0035841015247,67.4418875695679,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,45.4822662599207,41.9230365246693,43.9731261919165,45.6170416735518,40.5983560066523,40.255732322004,44.9818986149217,44.8203467865114,43.7685582299123,44.4970498100068,42.5664347162709,44.2604577878808,40.6692481126702,40.297261483629,39.0024167030882,40.4008677591346,40.0470141820321,38.9965753840504,40.0984567101986,38.7740808965343,39.0458346184131,38.3342108535294,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,68.6843559060902,70.6329962709583,70.854661926298,71.3966987776318,71.4899362832028,73.6482375674007,76.6750909596903,72.7470733929098,75.65006991369,75.1062556200728,76.380008178648,76.6150629388844,76.789368617695,77.0101655812849,78.0817995751184,78.8047008598338,79.7176028293312,78.4584075396849,77.9986101760671,81.1877823474947,76.1705412710338,77.5414078242999,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,20.4879814137398,21.507877173953,20.5576822591883,18.5943217720478,19.0940272650323,19.5815203537229,14.8631257137631,17.9667925843386,17.1712308239356,15.9787650175011,18.5493871087264,14.4131701638988,17.0406383150494,17.03681217298,17.9865363804419,16.1404120334945,18.1652547737721,16.0575092259988,14.1264537697302,16.1894859711554,15.4663642362649,15.3064450559045,NA
