"code","iso","country","RLI.ind.1996","RLI.ind.1997","RLI.ind.1998","RLI.ind.1999","RLI.ind.2000","RLI.ind.2001","RLI.ind.2002","RLI.ind.2003","RLI.ind.2004","RLI.ind.2005","RLI.ind.2006","RLI.ind.2007","RLI.ind.2008","RLI.ind.2009","RLI.ind.2010","RLI.ind.2011","RLI.ind.2012","RLI.ind.2013","RLI.ind.2014","RLI.ind.2015","RLI.ind.2016","RLI.ind.2017","RLI.ind.2018","RLI.ind.2019","RLI.ind.2020","RLI.ind.2021","RLI.ind.2022","RLI.ind.2023","RLI.ind.2024","RLI.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,70.8447493359547,70.3170524913565,69.8183146199376,69.2970531027127,68.8015328949803,68.2963596961882,67.8458867800679,67.3407135812758,66.6231745791698,65.8091056664666,64.8759831973602,63.8109365171043,62.7458898368483,61.8932089599063,60.8313799433369,59.8789514921111,58.7270278923177,57.8132114053307,56.761035379821,55.8697425386401,54.8400901589365,53.9359266630093,53.031763167082,52.0085461147515,51.1301239283169,50.3224903429868
40,"AUT","Austria",NA,NA,NA,NA,93.0627170917468,92.9790578358959,92.8986162437316,92.7345153957163,92.676597449358,92.1875125689988,91.6276390875349,91.0967245792503,90.5304157704133,89.9383656520837,89.3945804890527,88.9022779450069,88.3777987640954,87.9755908032736,87.5379885418996,87.2001338548094,86.8011435576742,86.3377999868076,85.8326267880155,85.2695356428651,84.7965390809387,84.3042365368929,83.82802231128,83.3518080856671,82.8948998421736,82.4058149618144
31,"AZE","Azerbaijan",NA,NA,NA,NA,82.9592531159051,82.8080229226361,82.5345215092773,82.4412092623667,82.3350263607098,82.4058149618144,82.5538274913967,82.6149631014417,82.7822816131435,82.8273289047555,82.8981175058602,83.065436017562,83.0976126544277,83.2584958387564,83.4161613593985,83.4998206152495,83.5577385616078,83.586697534787,83.5995681895333,83.4097260320254,83.1297892912935,82.8595055416213,82.5860041282625,82.5634804824565,82.5506098277102,82.5473921640236
44,"BHS","Bahamas",NA,NA,NA,NA,32.8312705427716,31.0486848604097,29.2693168417344,27.4931664867456,25.72345145913,23.9215597946487,22.1518447670331,20.3724767483578,18.6059793844287,18.5544967654436,18.5126671375181,18.4515315274732,18.3839605900551,18.1329828225024,17.8305224359645,17.4991030762474,17.1290717522914,16.5305863065886,15.9610598340651,15.4397983168401,14.9153191359286,14.8284422163911,14.7640889426596,14.7286946421073,14.6997356689281,14.6707766957489
48,"BHR","Bahrain",NA,NA,NA,NA,43.2532832235842,43.2436302325244,43.2339772414647,43.2275419140916,43.2178889230319,43.2050182682856,43.1857122861661,43.1535356493004,43.0763117208226,42.3909493555824,41.5865334339389,40.8657767681464,40.0935374833687,39.3309511896507,38.6069768601716,37.8572612211999,37.1461575464671,36.3932242438088,35.6563792595834,34.8905753021788,34.1762539637594,33.4490619705938,32.6703873584429,31.9110187284115,31.2063503810518,30.6754358727671
50,"BGD","Bangladesh",NA,NA,NA,NA,69.5705545160714,69.4965482512802,69.4096713317427,69.3195767485186,69.2005231921154,69.0718166446525,68.9270217787566,68.7564856033683,67.3374959175892,65.934594550243,64.0973085852093,63.0644385418192,60.7348500327397,59.5057025044685,57.4270917629418,56.3877863921785,54.6952952930407,52.8419210095741,51.3907546869293,49.4537211476119,47.7483593937278,45.9303794108136,44.4180774781239,42.7481100247921,41.2905083747742,39.7106355046664
52,"BRB","Barbados",NA,NA,NA,NA,46.51599420177,44.7334085194081,42.4231259924481,40.196502721339,37.8089962659013,35.7207325333149,33.3525320599965,31.2513976726638,29.0440803836742,28.9572034641367,28.8992855177784,28.8413675714201,28.773796634002,28.6837020507779,28.6161311133599,28.5260365301358,28.4391596105983,28.358718018434,28.3104530631354,28.2460997894039,28.1946171704187,28.1431345514335,28.0948695961349,28.0530399682095,28.0015573492243,27.9758160397317
112,"BLR","Belarus",NA,NA,NA,NA,85.6717436036868,86.2573583946432,86.8429731855997,87.4285879765561,88.010985103826,88.5965998947824,89.1789970220522,89.7646118130087,90.3244852944725,90.7073872731748,91.1836014987878,91.8110459176696,92.5060612739696,93.2300356034487,93.8574800223306,94.5975426702426,95.2861226991693,95.9586144096633,96.6375414475304,97.1748912831882,97.8184240205029,98.5037863857432,99.0025242571621,99.7393692413875,100,100
56,"BEL","Belgium",NA,NA,NA,NA,90.5947690441447,90.5883337167716,90.6012043715179,90.5818983893984,90.5078921246073,90.3727502497712,90.2247377201888,90.0252425716212,89.8901006967851,89.6873878845309,89.60372862868,89.429974789605,89.3334448790078,89.3205742242615,89.3077035695152,89.3270095516346,89.2980505784555,89.2369149684106,89.1725616946791,89.0631611293356,88.9248015908129,88.841142334962,88.6866944780065,88.5805115763495,88.4743286746926,88.274833526125
84,"BLZ","Belize",NA,NA,NA,NA,67.981028654904,66.0665187613925,63.7369302523131,61.6808431565924,59.9239987837231,57.7713817774052,55.9147898302522,54.6631186561749,53.4629301010829,53.3728355178588,53.205517006157,53.3310058899334,53.4597124373963,53.6141602943519,53.749302169188,53.8361790887255,53.9745386272481,54.0421095646662,54.1257688205171,54.1901220942486,54.2737813500995,54.4443175254879,54.5698064092643,54.708165947787,54.8754844594888,54.94949072428
204,"BEN","Benin",NA,NA,NA,NA,93.4456190704491,93.4198777609566,93.4134424335834,93.4230954246431,93.4584897251954,93.4777957073149,93.5035370168075,93.5421489810463,93.5839786089718,93.6225905732107,93.6225905732107,93.6097199184644,93.5646726268524,93.5357136536732,93.4971016894343,93.4649250525686,93.4488367341357,93.4295307520163,93.4198777609566,93.41666009727,93.4230954246431,93.4134424335834,93.4198777609566,93.4198777609566,93.4070071062102,93.4134424335834
60,"BMU","Bermuda",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"BTN","Bhutan",NA,NA,NA,NA,67.9231107085456,67.8137101432021,67.784751170023,67.7493568694706,67.7718805152766,67.8040571521424,67.9778109912174,68.0743409018146,68.1933944582178,68.2127004403372,68.2320064224567,68.2320064224567,68.1676531487253,68.1837414671581,68.1226058571132,68.1000822113072,68.0550349196951,68.0196406191428,67.9713756638442,67.9166753811725,67.8780634169336,67.7686628515901,67.6914389231123,67.6045620035748,67.5241204114105,67.4951614382313
