"code","iso","country","BHI.ind.1996","BHI.ind.1997","BHI.ind.1998","BHI.ind.1999","BHI.ind.2000","BHI.ind.2001","BHI.ind.2002","BHI.ind.2003","BHI.ind.2004","BHI.ind.2005","BHI.ind.2006","BHI.ind.2007","BHI.ind.2008","BHI.ind.2009","BHI.ind.2010","BHI.ind.2011","BHI.ind.2012","BHI.ind.2013","BHI.ind.2014","BHI.ind.2015","BHI.ind.2016","BHI.ind.2017","BHI.ind.2018","BHI.ind.2019","BHI.ind.2020","BHI.ind.2021","BHI.ind.2022","BHI.ind.2023","BHI.ind.2024","BHI.ind.2025"
60,"BMU","Bermuda",NA,NA,NA,NA,52.5653049835044,46.8666473051572,45.7132527541323,45.0407481931655,44.4573483686102,44.4119097515604,44.2434385692464,44.0662801484154,44.4064622252155,44.3875449904321,44.0416967954505,43.6352806757617,43.2672598320314,42.8854804273505,43.1820828836158,42.1099249469625,43.7291538171179,43.5573039691747,43.7351176127926,43.5862529976675,43.3610511937459,43.1379189814653,43.203351921576,42.7641905647877,43.037871832157,NA
64,"BTN","Bhutan",NA,NA,NA,NA,59.1316826702389,56.5938587324453,55.988908805936,55.0991070471878,54.9958830015507,54.671337534338,54.0468613935756,54.0704687436164,53.6913790407568,53.5593595096621,53.3710270863739,52.895269268273,53.2470721225894,52.6168792742073,52.3611893851036,52.1258174909716,52.0926227191198,51.8195912439393,51.7209403918748,51.7047076543602,52.1929840411906,51.7666867962764,51.853848549466,51.5849456549463,51.4906123657088,NA
68,"BOL","Bolivia",NA,NA,NA,NA,79.6764097006847,77.8350676227389,78.1862212388338,77.0021678300012,76.0838234706846,76.0318787316017,76.337505772773,76.1886493915963,75.7820314147194,75.0901316074404,73.8638885258747,73.57057694866,72.9129181458965,72.6992405528742,72.5240070217825,72.8339251283792,71.6414392772489,72.0634369519337,71.5231765644259,71.2888010108388,71.219063780876,71.1349261920643,70.5402159769392,70.3565903652129,69.8862106793494,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,28.5792093068439,27.6760610194386,27.34682719128,27.3377968550195,26.7519683364563,26.5898543357001,26.7007515956765,26.5842247228497,26.5723581460977,26.4677370998804,26.4852066134909,26.5212516855709,26.489880552657,26.2586622269302,26.1866276874216,26.0726861122813,25.9132918244109,26.2844276502576,26.3158671438697,26.0409882132628,25.9402641720104,25.9157092468089,25.8330939959695,25.6936065094265,25.3422195640047,NA
72,"BWA","Botswana",NA,NA,NA,NA,54.4422121062222,54.2416951735956,54.5466522661443,55.0497118942896,53.4553380667635,54.3312382268588,53.3091430191354,54.7613649034036,53.7822147760298,54.3270762183484,53.1855627816871,51.9200453647937,52.2845308470195,55.4547783613208,52.8625698203055,52.0827453350175,53.5871489683053,52.8488711207842,53.3866038886651,54.4214344996548,54.3990945140847,54.2425309617898,52.4592224721547,53.3535695370977,55.0693118291529,NA
76,"BRA","Brazil",NA,NA,NA,NA,70.0988812449237,69.2339080336744,69.1918316068842,66.393182339339,66.7813843846841,66.4761856577686,66.6730855631495,66.7120086577188,65.8105136037012,66.7587302969518,65.6782406843786,65.3045934952779,64.4892379488044,64.1178107627248,63.9609631437228,65.1490077985056,63.4164742690586,64.1822373196163,64.1049665575836,63.5318325205305,63.8323189597257,63.995451277034,63.9324984415257,63.4546129771523,63.2237371852983,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,77.9171502846314,76.635503339043,76.3396475635757,74.7282666313984,73.988092431168,74.3551140357874,74.2335281230272,73.9045595051413,74.1492890222785,73.2058980876686,72.6433571410448,72.3176544730755,71.247057064379,70.6351028659018,70.2507468999033,68.675870686135,67.9616377917765,68.2737016861183,68.0745808884073,67.7368495831324,68.1393161950338,68.0668170093642,67.8004540554937,67.4407531628382,66.8545098490054,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,73.3571274303552,71.2894503369281,70.2332862635018,69.9064125074893,69.6057391077289,69.264926170626,68.7359148456517,68.0923141565992,67.7163377285041,67.6252159783908,67.4863500481873,66.8954091016633,66.4324517037573,66.2214872391306,66.2428847563446,65.4419884194676,65.2579893056749,65.1587044617965,64.792752358221,64.7104516495327,64.7202824364169,64.4099597526432,64.1339894930288,64.3049703966625,64.1160419212574,NA
100,"BGR","Bulgaria",NA,NA,NA,NA,20.5865189577942,19.716031506396,19.1718982603036,19.2198534703984,18.8047072796112,18.7209214491536,18.696163062903,18.4737173458565,18.4674718456168,18.3675372109605,18.4008155143636,18.2984932725573,18.38861723977,18.1133477083461,18.1799183734779,17.834585402773,17.8623334806949,18.021127785721,18.3131875581056,17.9444372827382,18.0718398196413,18.0222051366342,17.8911532307897,17.7483882758372,17.3782137399317,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,14.6995198302395,13.7099506049011,14.2088197148978,12.1427903282731,12.3621401916677,12.5043108642962,12.6049147856307,11.4431480173499,11.244914438624,11.7392453961038,11.0573098842569,10.9729872090814,10.6989010958919,10.9959104900549,10.823880299943,10.0295601218014,9.10284501984374,9.52604355464884,9.77690296735878,10.3331931276527,9.31036562667519,8.96709923085075,8.98033357999501,9.2516248170302,8.70388015348365,NA
108,"BDI","Burundi",NA,NA,NA,NA,47.1834018821811,46.7487513331903,46.9369159176526,45.936385554982,45.6676414787213,45.044480294779,45.0332693195808,45.4122010038624,44.4612000927466,44.4237377772325,44.1145858911051,43.3442361914088,43.5415899480346,42.9472952049056,42.6311809344567,42.118803369729,41.6760148226752,41.6221992414866,41.8346111156806,41.9685565859596,41.8111996875048,41.5029940960124,41.4082580150095,41.4045415589812,41.496968777066,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,43.9728630402681,43.7498401214409,43.6187045102258,43.5345767704878,43.8927185801937,43.6959437718608,43.4832062165559,43.4382738223481,44.0262001232877,43.7598889739264,43.4540731318756,43.8218715342936,43.4030636633961,43.6348479800608,43.3866384458566,44.2275000396341,43.3947215254806,43.6621955813518,43.0265143283186,43.1325626680633,43.1474882554539,43.2640553671595,43.5594176288763,43.353041644228,43.8096311982196,NA
116,"KHM","Cambodia",NA,NA,NA,NA,32.2017795749265,30.433943477066,29.2695762161462,28.3450122354997,27.4929736447225,26.9361620209035,26.2807628510505,25.9792985628859,25.7000431941164,25.2867300923377,24.7892814056654,24.2729347795308,23.9842305338547,23.501310180606,23.405488061727,23.3004599616315,22.5767789422053,22.6860586639696,22.3318242104847,22.3175177809957,21.9462363109652,21.7529761622236,21.8356816852877,21.861111518456,22.0178879846574,NA
120,"CMR","Cameroon",NA,NA,NA,NA,70.4903290388842,69.0988580111228,69.5689978192761,68.1233285018074,67.3214413266383,68.0469392566846,68.4247048731078,67.7821241936009,66.8426615411342,66.6928571011232,66.216939237798,64.6356953569347,66.1714232528234,65.7033695530283,65.8602565783805,63.8827685011405,62.8027546896215,62.8152888081073,63.8859780347617,63.9464178830455,63.408503187015,63.3794756763803,63.3229188383327,63.6863407706433,63.7562778595868,NA
124,"CAN","Canada",NA,NA,NA,NA,92.3027117184655,91.8293763574918,91.3267080415501,91.231718474167,91.0734567093955,91.0371993309118,90.7670566616535,90.6673833549848,90.5070598811804,90.4611416517467,90.5133740278494,90.2865341273228,90.2861630850065,89.9364397082549,90.0680923063658,90.2509275773964,89.9013467154965,89.7626881748356,89.653084102286,89.8252851872522,89.6858112242336,89.7529433928691,89.5570069888425,89.6144212100635,89.6871657995945,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,83.7066891257919,81.9482102235101,81.0584498126427,79.6875023361111,76.5749092586548,76.2901058621009,76.268890029904,76.0929424552691,76.135221515015,73.3815577344874,72.327895567945,71.7856257145122,71.0261945042754,70.610276582084,70.4057540307567,70.088349762286,69.2690555283758,69.1898241966681,68.7882845363946,68.4781245906325,68.8246361327554,68.6803550092013,68.3322420304845,68.1023789117344,67.6590495916078,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,77.0065070541992,76.7684092211988,77.1009509402837,75.1971279160786,73.9403006298358,74.6841106580245,76.6208358759434,75.1694819998453,72.2361802115785,74.2167500821702,73.3152516251927,71.3446453106842,74.0699301550033,74.9027872959407,73.9806754150862,71.868400976687,69.4085185949818,69.4963251948796,71.2848366865831,71.4877024735208,70.6196619711291,71.3376860266052,72.6104280039813,72.4126600914223,73.3406541174601,NA
148,"TCD","Chad",NA,NA,NA,NA,40.581593632073,39.6418334749638,40.0780541450595,38.9274785004081,39.0128543258775,38.9325857695088,38.9964149420842,38.3085683933726,38.2359248757172,38.4467889449654,37.6728387199641,37.8439996566093,37.646736168285,37.8180786168262,37.660332554989,36.5686115690623,36.4457193464658,36.6492504997684,36.5310387384801,37.0423477107994,36.0583085597454,36.1916654771384,36.0518099402929,36.3426990251229,35.9080603740428,NA
152,"CHL","Chile",NA,NA,NA,NA,76.7765730307145,75.9914485865121,75.0210679196889,75.141462544808,74.681361488641,74.5223071864577,73.9279780403518,73.8727362668247,73.409237564735,72.7889103067581,73.1444559522026,72.8335086843027,72.5893894066926,72.3052491153347,72.5514670453836,71.6149468462679,71.7325296315153,70.9990074005122,71.7342170270081,70.985371475582,71.8273817209907,71.2407000188291,70.6947500695203,70.5762568095606,70.5120642994709,NA
156,"CHN","China",NA,NA,NA,NA,34.729286128364,33.3892360723042,32.681411261919,32.1980855588753,31.9352369203953,31.5722541356257,31.3504992636505,31.4843357009886,31.1013026712575,30.9401984114638,30.6362991953214,30.4340416409664,30.5697898083507,30.1074393214082,30.158185398222,29.5180649943044,29.8078972290655,30.099577006201,29.9127711623219,30.0692046085127,30.2955479328226,30.045953550505,29.8770116243617,29.8103705635924,29.895829209114,NA
170,"COL","Colombia",NA,NA,NA,NA,89.9105162149823,88.9548220656508,88.598250336893,86.9628980343531,87.2910043510093,87.0240089873605,86.9252905767356,86.8742349858616,85.6843539287436,86.4369506826093,83.9198017098553,83.2304057861211,82.7617502673698,82.1549833176932,82.2683888178148,82.5228432610816,82.1988251697031,82.1495393970417,81.9617636079819,81.6068197810695,81.8587004144276,81.4696188301325,81.7865049884291,81.1850053261379,80.9347994798489,NA
174,"COM","Comoros",NA,NA,NA,NA,62.3599620548931,60.7954631661913,60.4333877794355,59.7734360879909,59.1966072113384,59.0656911311098,58.6675709655381,58.8795339170483,58.7849929004708,58.1932433455323,57.8365793011121,57.669328291296,57.5479447974239,57.0865051203115,56.857798323736,55.9184145806164,55.569250833433,55.715309458569,55.3921219536662,55.1574738486806,54.8835736691465,54.553358088368,54.233070655924,54.4305475972367,54.480893138633,NA
184,"COK","Cook Islands",NA,NA,NA,NA,65.4072759636677,64.9969160054605,64.5478076703887,64.0292736434714,63.9178164826127,63.8514075402292,63.7979890336356,63.7211174666501,63.7221517523071,63.6239413859435,63.4431210877102,63.4663067755631,63.4498512559523,63.369507427314,63.0604025177939,62.5438766684393,63.1004829584859,62.9742351061958,62.9441521413859,62.8868700782877,62.8203047376598,62.8274877996542,62.7348769786213,62.6914835492275,62.6484906583856,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,88.7594889769023,87.5084456160209,86.9890376626985,84.3907086717914,85.1557353363811,85.1615627803362,84.7916851773361,84.5507632035477,83.1508191946455,84.0838590011427,78.0591761197078,76.7277997668988,76.4434037844707,75.8661719445453,75.8080777769569,77.1420200623444,76.2084789867303,75.6598367919949,75.4106399204599,75.1070808087878,75.3090644662231,75.0320061612031,75.0617124017725,74.3427362771023,74.2597299066931,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,32.6984475369181,32.1935993311907,33.0559848264301,31.2955566190659,30.838615589742,30.7225212605455,31.1730215874221,29.8734075553758,28.9512494015659,29.3491988415019,28.9383307675897,27.8721572937413,27.4587267463088,28.0286232612987,27.7368112647106,26.3468226519524,25.5592472454719,26.0187720856581,26.865180250694,26.9177404235101,26.5698444606235,26.2295378191296,25.3787062287288,26.8317930536074,26.0021275472624,NA
191,"HRV","Croatia",NA,NA,NA,NA,19.7569474758621,18.8093474554784,18.388352206568,18.4033943276625,17.8616305661816,17.7562045931319,17.8405165155808,17.7156644366515,17.6883746162933,17.6154113308827,17.5795568131204,17.5663914511633,17.595625780706,17.3899278469641,17.3311224770852,17.0702018806469,17.0169111209243,17.3499703086821,17.3921649460495,17.2019128672589,17.0949585492266,17.0415483688218,16.9766221997998,16.84297304586,16.5126536043462,NA
