iso,country,BCA,BER,BHI,BTO,BTZ,CDA,CHA,COE,FCD,FGA,GEL,GHO,GTI,GTP,HFD,HPE,KFL,KGL,LUF,MHP,MKP,MPE,NDA,NOD,NXA,OEB,OEC,OZD,PAC,PAE,PAR,PBD,PHL,PMD,PRS,PSU,RCY,RLI,RMS,SDA,SHI,SMW,SNM,SOE,SPI,TBN,TCL,TKP,USD,UWD,VOE,WWT
NZL,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3369507887735,16.4281113115177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,89.4915999999999,NA,NA,NA,48.02,86.7847057795763,NA,15.829797733819,NA,NA,NA,NA
NIC,Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3056999299458,0.300633945493759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.123439232008,NA,NA,0,NA,NA,NA,71.51,69.5469612174873,NA,92.5876537064871,NA,NA,NA,NA
NER,Niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8135154745491,NA,NA,78.6769000000001,NA,NA,NA,81.77,68.287363704771,NA,82.6319017666667,NA,NA,NA,NA
NGA,Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5661994082716,NA,NA,55.8009,NA,NA,NA,64.2,44.6197489283427,NA,88.4058081241791,NA,NA,NA,NA
NIU,Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7616623358258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3481769521968,NA,NA,NA,NA,NA,NA,22.44,0,NA,0,NA,NA,NA,NA
PRK,North Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4781850446209,NA,NA,96.4323999999999,NA,NA,NA,8.76,7.73620566245097,NA,0,NA,NA,NA,NA
MKD,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5053131671624,NA,NA,NA,NA,NA,NA,76.19,89.3715042576677,NA,46.3453104433288,NA,NA,NA,NA
NOR,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0321451092362,93.8560390211873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3428485011318,NA,NA,87.2356000000001,NA,NA,NA,58.24,75.6354179883977,NA,95.8609588381128,NA,NA,NA,NA
OMN,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0600168465545,73.7087831922965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.130872035124,NA,NA,100,NA,NA,NA,56.76,96.003555229938,NA,54.2921495556251,NA,NA,NA,NA
PAK,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.290697674418605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0626076911815,NA,NA,52.8528999999999,NA,NA,NA,46.64,54.051940416441,NA,62.3879067268362,NA,NA,NA,NA
PLW,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9527501649971,97.8958442924776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1774461081553,NA,NA,NA,NA,NA,NA,11.99,30.0661487955567,NA,97.2878863136713,NA,NA,NA,NA
PAN,Panama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0299361106097,76.7237280076082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8197320007915,NA,NA,28.5156,NA,NA,NA,71.52,93.3954552589713,NA,83.7473940308527,NA,NA,NA,NA
PNG,Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33302150007987,0.0467599566128927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9701835194483,NA,NA,66.7489,NA,NA,NA,8.22,11.8417448852392,NA,3.87031152681148,NA,NA,NA,NA
PRY,Paraguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.5648672955054,NA,NA,1.2996,NA,NA,NA,51.53,48.9169670287183,NA,61.403453184666,NA,NA,NA,NA
PER,Peru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1495626983736,49.3451211525868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9387855571948,NA,NA,25.9081,NA,NA,NA,44.74,71.194271544069,NA,47.6563568784625,NA,NA,NA,NA
PHL,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22151045025975,16.7393469079422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3881757294846,NA,NA,57.9121,NA,NA,NA,42.7,51.4816535176297,NA,37.1516036786912,NA,NA,NA,NA
POL,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2107950401167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9572275966144,NA,NA,50.4099999999999,NA,NA,NA,100,100,NA,93.4192639707558,NA,NA,NA,NA
PRT,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3041374639341,70.1113141717893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0598340650837,NA,NA,68.3928999999999,NA,NA,NA,61.87,77.2511966740783,NA,79.9830105505027,NA,NA,NA,NA
QAT,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7569546120059,30.6122448979592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.340105442839,NA,NA,NA,NA,NA,NA,65.36,44.9279900578683,NA,94.5490448537642,NA,NA,NA,NA
COG,Republic of Congo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2120905099628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2683981987519,NA,NA,59.1361,NA,NA,NA,79.73,83.236931492271,NA,60.619755624735,NA,NA,NA,NA
ROU,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.0619849516302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5222348604902,NA,NA,35.7604,NA,NA,NA,71.68,68.8736031515213,NA,81.1245652834152,NA,NA,NA,NA
RUS,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12614015911458,7.45469509051375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1991910793492,NA,NA,56.5503999999999,NA,NA,NA,58.74,34.018894454381,NA,30.9685676764764,NA,NA,NA,NA
RWA,Rwanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0021654876611,NA,NA,NA,NA,NA,NA,50.58,29.8094897673615,NA,51.1362237793921,NA,NA,NA,NA
BLM,Saint Barthelemy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7324561403509,13.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0930387454973,NA,NA,NA,NA,NA,NA,16.43,3.3562022861584,NA,59.8203488677786,NA,NA,NA,NA
KNA,Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3200684638425,4.47761194029851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,15.36,31.7768695296145,NA,65.45936427243,NA,NA,NA,NA
LCA,Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6899766899767,5.78512396694215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9909068824217,NA,NA,NA,NA,NA,NA,21.8,52.0365271638593,NA,44.4905258122384,NA,NA,NA,NA
WSM,Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25573784365538,0.36068530207394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9712115629962,NA,NA,NA,NA,NA,NA,8.53,26.1916534294518,NA,14.7288885429883,NA,NA,NA,NA
SMR,San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.801976932569,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
STP,Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.09090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48390283299198,NA,NA,NA,NA,NA,NA,35.06,100,NA,59.2612350124484,NA,NA,NA,NA
SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2613312718907,1.2637210589429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2076519260131,NA,NA,100,NA,NA,NA,70,39.5800665621897,NA,7.42975813086788,NA,NA,NA,NA
SEN,Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4180672268908,10.1899121911374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6894681041043,NA,NA,100,NA,NA,NA,75.79,91.051824077124,NA,64.6809022508778,NA,NA,NA,NA
SRB,Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9651897054068,NA,NA,45.6976000000001,NA,NA,NA,73.56,42.395316808864,NA,52.8787772761676,NA,NA,NA,NA
SYC,Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2437052773805,91.3801452784504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,40.54,73.3425989303503,NA,89.1728555707626,NA,NA,NA,NA
SLE,Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7003891050584,5.5045871559633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.0727594201126,NA,NA,100,NA,NA,NA,65.48,42.7911144726417,NA,63.2509145646391,NA,NA,NA,NA
SGP,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1520088678811,NA,NA,NA,NA,NA,NA,56.51,16.5421594508961,NA,14.9399045858968,NA,NA,NA,NA
SXM,Sint Maarten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0421095646662,NA,NA,NA,NA,NA,NA,0.22,0,NA,8.68615967891861,NA,NA,NA,NA
SVK,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7432256113159,NA,NA,35.4025,NA,NA,NA,99.35,90.3355723342907,NA,91.4144691071153,NA,NA,NA,NA
SVN,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6400962724975,NA,NA,NA,NA,NA,NA,94.3,100,NA,87.2567419199603,NA,NA,NA,NA
SLB,Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68394054791406,5.87582029278142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3823791083532,NA,NA,NA,NA,NA,NA,2.85,1.70635650316633,NA,4.98976730859391,NA,NA,NA,NA
SOM,Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7656945568392,NA,NA,100,NA,NA,NA,0.03,0,NA,0,NA,NA,NA,NA
ZAF,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4670038974587,16.1684411684412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9483532801668,NA,NA,70.5600000000001,NA,NA,NA,38.59,29.9326938682013,NA,25.1713760837476,NA,NA,NA,NA
KOR,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2727272727272,56.3291139240506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85828926474773,NA,NA,60.3728999999999,NA,NA,NA,56.16,58.987591863167,NA,32.9997213439366,NA,NA,NA,NA
SSD,South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0284602353077,NA,NA,100,NA,NA,NA,73.15,52.1394030473277,NA,64.8337052743935,NA,NA,NA,NA
ESP,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.644035089317,92.1298058622002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2985251838492,NA,NA,53.7289,NA,NA,NA,74.36,93.6212865662983,NA,64.6717821610391,NA,NA,NA,NA
LKA,Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9483174328535,16.5467625899281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,93.3155999999999,NA,NA,NA,37.67,84.323212192179,NA,49.8836174390379,NA,NA,NA,NA
VCT,St. Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7317073170732,7.48663101604278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,27.9,58.0775764212023,NA,61.5695353620666,NA,NA,NA,NA
PSE,State of Palestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4695600971091,NA,NA,NA,NA,NA,NA,19.56,32.6063630645399,NA,31.3771081248506,NA,NA,NA,NA
SDN,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6905983679617,1.72043010752688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4556613988149,NA,NA,91.9681,NA,NA,NA,25.71,8.27245976804627,NA,16.8602430028168,NA,NA,NA,NA
SUR,Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8240740740741,57.9036827195467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8802289045947,NA,NA,28.09,NA,NA,NA,72.09,34.1009128315753,NA,32.6055948295103,NA,NA,NA,NA
SWE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3031376020458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9013898698294,NA,NA,35.6409,NA,NA,NA,78.1,44.602845745389,NA,69.2457254581081,NA,NA,NA,NA
CHE,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3506706415539,NA,NA,40.7043999999999,NA,NA,NA,57.95,34.0056877930393,NA,22.4956216130226,NA,NA,NA,NA
SYR,Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3537789046751,NA,NA,78.3224999999999,NA,NA,NA,1.4,2.30217036483728,NA,0,NA,NA,NA,NA
TWN,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1473846510844,2.23018471613023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8025,NA,NA,NA,36.54,65.394181656498,NA,79.444736500561,NA,NA,NA,NA
TJK,Tajikistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.968267400723,NA,NA,70.0569000000001,NA,NA,NA,33.06,52.9898937287147,NA,23.1195294153027,NA,NA,NA,NA
TZA,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.565761566286,66.2413793103448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4382715354208,NA,NA,96.6289,NA,NA,NA,70.97,98.0618831704707,NA,82.1284452101692,NA,NA,NA,NA
THA,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5159505994549,68.2926829268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2817981591746,NA,NA,64.9636,NA,NA,NA,68.93,60.007498859881,NA,69.6212219704006,NA,NA,NA,NA
TLS,Timor-Leste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4732764986671,NA,NA,NA,NA,NA,NA,33.47,53.5346371010423,NA,56.1748225592648,NA,NA,NA,NA
TGO,Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.9969223046838,NA,NA,100,NA,NA,NA,53.08,82.7850063957653,NA,80.1603240940504,NA,NA,NA,NA
TON,Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75358928198642,0.0851160415366283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5905844725203,NA,NA,NA,NA,NA,NA,3.53,33.0642704949767,NA,0.475371693414381,NA,NA,NA,NA
TTO,Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56896551724138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2927285627179,NA,NA,NA,NA,NA,NA,32.47,97.331481346874,NA,70.4914234093008,NA,NA,NA,NA
TUN,Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7729408854811,14.2950179094757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6711901655327,NA,NA,100,NA,NA,NA,24.02,21.2218768703221,NA,56.983095476654,NA,NA,NA,NA
TUR,Turkiye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8730158730159,2.02779353374929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.854292926449,NA,NA,69.0561,NA,NA,NA,0.85,0.635888305617097,NA,1.01476138155248,NA,NA,NA,NA
TKM,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.7087740862237,NA,NA,100,NA,NA,NA,21.32,10.677136599775,NA,26.0676970744854,NA,NA,NA,NA
TCA,Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6366113420993,39.9419729206963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7793438861977,NA,NA,NA,NA,NA,NA,28.54,84.2216432802853,NA,40.5628216569429,NA,NA,NA,NA
TUV,Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383836653159886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5642591570686,NA,NA,NA,NA,NA,NA,1.27,0,NA,NA,NA,NA,NA,NA
UGA,Uganda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3343329541853,NA,NA,100,NA,NA,NA,71.07,59.000357143811,NA,77.6444290620648,NA,NA,NA,NA
UKR,Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4262510974539,92.9110105580694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7962350117203,NA,NA,25.5025,NA,NA,NA,80.59,58.474584729216,NA,63.5075657591997,NA,NA,NA,NA
ARE,United Arab Emirates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.79601107713,93.5384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4399624176881,NA,NA,89.4915999999999,NA,NA,NA,34.65,55.1012933977007,NA,95.4332623766815,NA,NA,NA,NA
GBR,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27165121262,97.136808245257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.8590615040325,NA,NA,84.2724000000001,NA,NA,NA,43.76,87.842980919392,NA,97.3252005064398,NA,NA,NA,NA
USA,United States of America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0810951137095,58.733626292927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7706336705981,NA,NA,45.8328999999999,NA,NA,NA,39.36,37.811174174591,NA,43.7517962378191,NA,NA,NA,NA
URY,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3404255319149,15.0655021834061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3956632328832,NA,NA,100,NA,NA,NA,16.25,11.6490706047075,NA,16.6863388735865,NA,NA,NA,NA
UZB,Uzbekistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2930020641313,NA,NA,10.6276,NA,NA,NA,44.58,37.7488088745757,NA,28.2096119676818,NA,NA,NA,NA
VUT,Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60684598893933,0.756289550856614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2575289308186,NA,NA,NA,NA,NA,NA,5.22,15.8780239653234,NA,3.8456403092283,NA,NA,NA,NA
