"code","iso","country","PAC.raw.2000","PAC.raw.2001","PAC.raw.2002","PAC.raw.2003","PAC.raw.2004","PAC.raw.2005","PAC.raw.2006","PAC.raw.2007","PAC.raw.2008","PAC.raw.2009","PAC.raw.2010","PAC.raw.2011","PAC.raw.2012","PAC.raw.2013","PAC.raw.2014","PAC.raw.2015","PAC.raw.2016","PAC.raw.2017","PAC.raw.2018","PAC.raw.2019","PAC.raw.2020","PAC.raw.2021","PAC.raw.2022","PAC.raw.2023","PAC.raw.2024"
50,"BGD","Bangladesh",0.009665565,0.009776389,0.009803633,0.00981176,0.009695595,0.009689862,0.009677211,0.00956651,0.00962212,0.009951821,0.010465272,0.010469313,0.010387115,0.010565831,0.010523987,0.010516307,0.010601236,0.010441269,0.010357742,0.010597086,0.0105848,0.010157501,0.01022714,0.010245389,0.010273193
52,"BRB","Barbados",0.003206733,0.003465418,0.003500839,0.003381879,0.003338049,0.003250106,0.003236303,0.00332208,0.003242783,0.003208331,0.003261263,0.003426916,0.003483439,0.003475847,0.003537116,0.00340005,0.003406988,0.003388289,0.003412806,0.003311327,0.003309449,0.003353826,0.003346793,0.003253079,0.00328889
112,"BLR","Belarus",0.029327147,0.033424093,0.033637629,0.03365641,0.033740519,0.033573725,0.033719389,0.033515265,0.033703469,0.033712183,0.033887348,0.033847203,0.034919036,0.035636202,0.037098655,0.037614009,0.037430934,0.037358372,0.037538239,0.037668629,0.037580649,0.037584486,0.037578423,0.037412016,0.037019851
56,"BEL","Belgium",0.008142479,0.008185946,0.008314568,0.012367813,0.016354862,0.016942036,0.017213568,0.017265167,0.017247947,0.018072254,0.017997679,0.018255576,0.018086796,0.018276785,0.021207714,0.022737696,0.040369657,0.040699786,0.040444441,0.0402736,0.040207194,0.040773683,0.044450799,0.045548431,0.045444751
84,"BLZ","Belize",0.307233609000537,0.310708116319444,0.311101671006944,0.308042173032407,0.305167209201389,0.305226743344907,0.305450159143518,0.305282624421296,0.30631665943287,0.308272605613426,0.298203685619213,0.296589572482639,0.29803589771412,0.298195475260417,0.296722077546296,0.296198784722222,0.296557816116898,0.295251085069444,0.294382125289352,0.293561830873843,0.294414749710648,0.293920500578704,0.29731128833912,0.294492657696759,0.293270525896991
204,"BEN","Benin",0.13539032699678,0.132982522302167,0.133233979692836,0.132501701214405,0.132408284545926,0.133037345820009,0.131406208078633,0.131325311169846,0.13235708665985,0.134960346918576,0.134653527830349,0.134303852641635,0.133790924885067,0.133844275490004,0.133350495601202,0.133682907,0.129921186129964,0.130452440322101,0.130296693945014,0.128426236181811,0.128241272311231,0.126992284655601,0.127079243167497,0.127136106103207,0.126766050898431
60,"BMU","Bermuda",0.006373372,0.006208354,0.005958222,0.005982271,0.005943407,0.005929137,0.005989875,0.005968321,0.006254502,0.006256797,0.006163035,0.006173687,0.006055415,0.0060151,0.006078331,0.006008735,0.006274508,0.006286521,0.00636942,0.005982398,0.005936711,0.005923183,0.005909726,0.005734022,0.005750458
64,"BTN","Bhutan",0.217999754022666,0.21487573748719,0.21432377394643,0.21412576875713,0.211807771139084,0.211330054823607,0.208217468385637,0.206725952660634,0.291217898,0.294375576303488,0.298934171,0.299451201218893,0.298953242526635,0.306885553982491,0.306794822060444,0.309316848485508,0.310708965076764,0.309644578608098,0.302600816855434,0.303029721096303,0.30383875526906,0.293379470090831,0.295302514767871,0.298405848626902,0.297973167823201
68,"BOL","Bolivia",0.182382654860879,0.182828790918711,0.183674461,0.182735987795026,0.184220612581212,0.185419965543137,0.186331142879357,0.196388595,0.196068834,0.195475012136705,0.194928054467256,0.194628583646549,0.193903083671201,0.193929893462488,0.193584352942961,0.194184550922958,0.192392633,0.19290680717431,0.192344951225618,0.192113536,0.192323866071462,0.192268563,0.191591551051911,0.191370424,0.190680551499452
70,"BIH","Bosnia and Herzegovina",0.03538684,0.035508552,0.035227638,0.035535138,0.035543546,0.03614427,0.036463467,0.036804679,0.040509116,0.041420933,0.041689307,0.042143634,0.042172554,0.043830375,0.043863133,0.043832146,0.043503818,0.044111709,0.043942009,0.04375519,0.045008593,0.045454623,0.047126576,0.047108433,0.047129959
