"code","iso","country","SOE.raw.2003","SOE.raw.2004","SOE.raw.2005","SOE.raw.2006","SOE.raw.2007","SOE.raw.2008","SOE.raw.2009","SOE.raw.2010","SOE.raw.2011","SOE.raw.2012","SOE.raw.2013","SOE.raw.2014","SOE.raw.2015","SOE.raw.2016","SOE.raw.2017","SOE.raw.2018","SOE.raw.2019","SOE.raw.2020","SOE.raw.2021","SOE.raw.2022","SOE.raw.2023","SOE.raw.2024"
250,"FRA","France",0.00932076766333804,0.0081923261621652,0.00774872861593524,0.00708748287725305,0.00656482508425924,0.00606599935143953,0.00557935892037388,0.00500638220830301,0.00479156898440504,0.00435410880764267,0.00405629563100134,0.00391324688044799,0.00354979653541021,0.00332253133439641,0.00304085030775141,0.00276151947267388,0.0024250880922925,0.00210300850922808,0.0020852171196032,0.00217652783359223,0.00212700702744512,0.0020660494582697
258,"PYF","French Polynesia",0.000414538976709691,0.000385162680178328,0.000409449248803944,0.000387581295712705,0.000392571165424286,0.00038176121484653,0.000412619312017723,0.000391553996482218,0.000393341505570891,0.000420126255592855,0.000386297738971213,0.000409753135690151,0.000413796536470556,0.000420665036226082,0.000342307671710267,0.000380843735184913,0.000374656648508264,0.000382928981616066,0.000390713599124639,0.000377493704633272,0.000377649788780245,0.000380467540537519
266,"GAB","Gabon",0.00118705732131522,0.0012649651098009,0.00134272241227491,0.00133799927485556,0.00133246721358973,0.00134680202666221,0.0013648251699319,0.00139535176157072,0.00139928968143459,0.00141410757031884,0.00140111705886281,0.00136613586997817,0.00141204918765968,0.00143029570244248,0.00140052508111801,0.00139403736715611,0.00138386808203137,0.00137590201596926,0.00145938393214985,0.00145741946268306,0.00143940227739125,0.00146657222806096
270,"GMB","Gambia",0.0105635297648041,0.0114683006889914,0.0106795997818213,0.0104820277958563,0.0104392757357304,0.0108703139311026,0.0109257806394678,0.0121393785120326,0.0113039917663057,0.0101055766680221,0.0106491270307536,0.0110675122392764,0.010976648454034,0.0116201886833773,0.0118091088332048,0.0125802411235626,0.0132651306538511,0.0118276429135425,0.0130957644392664,0.0123065583949328,0.0120798894088528,0.0131615315755157
268,"GEO","Georgia",0.00475285724155578,0.00466172994178981,0.00468037429960387,0.00496801797473278,0.00520921406622831,0.00550327526105928,0.00552774404899665,0.00593216688254788,0.00568355602860348,0.0057220711650899,0.00561675479344026,0.00573223304806694,0.00560942059128637,0.00545131030055763,0.00553541704763746,0.00551022334321559,0.00567596822222236,0.00555152337838854,0.00551673520010307,0.00548521710239446,0.00550239101700507,0.00557252591456772
276,"DEU","Germany",0.00989454675476938,0.00866728576386523,0.00828760411297986,0.00742284122836235,0.00654057028340923,0.00608462413118758,0.00554025963043221,0.00494170283426738,0.00464034291159171,0.00423444701682753,0.0039169876059457,0.00387578191058215,0.00345107193749989,0.00319379285739464,0.00297283145307885,0.0029029068189015,0.00241949365375273,0.00213419569611397,0.00209068487337701,0.00215867465405824,0.00203388674245404,0.00210427932384804
288,"GHA","Ghana",0.00168617634252482,0.00174219547545348,0.00197362079628863,0.00172698851279828,0.00213311036850405,0.00227122643389071,0.00195645114306668,0.00192810267394821,0.00210670548300665,0.00198445222318298,0.00210879893450272,0.00196589736307818,0.00230622775328134,0.00245297138673873,0.00222217661203193,0.00223379396263358,0.00215820292794593,0.00239197064674646,0.00208548544640968,0.00242000447416201,0.00230966274761749,0.00232552009352975
300,"GRC","Greece",0.021119713826759,0.0206081532301235,0.0195113828895554,0.0186528199867541,0.0171505475312907,0.0151085618281967,0.0136706111937805,0.0120660021449695,0.0117030666518629,0.0115934116422674,0.010635780869995,0.0101877506095056,0.0100450889674147,0.00957504535048291,0.0094879929353203,0.00892860274449389,0.00819070330735871,0.00800977218348419,0.00773461076452142,0.00813660801704843,0.00810697315805796,0.00809888772365769
304,"GRL","Greenland",0.000331601042357771,0.000332665841936121,0.000341615074856319,0.00032507250022095,0.000333349082721966,0.000344132654005262,0.000322962410212735,0.000345933273121248,0.000306685984501689,0.000309287287936698,0.000274883954903041,0.000272116798686389,0.000262710076187166,0.000248864787019868,0.000254358771597115,0.000211378284089537,0.000240094287127912,0.000211237753384713,0.000200818243169362,0.000219270953652774,0.000198282348809146,0.000200566272852423
308,"GRD","Grenada",0.000703382835115849,0.000715800772340668,0.000831361912593994,0.000723934150356902,0.000699552331313043,0.000714349954819458,0.000655986315378642,0.000765517800419815,0.000723196023245836,0.000713530077942939,0.000667647321901291,0.000611862920400748,0.000622381574937423,0.00072591864532641,0.00052628020483166,0.000494775899128846,0.000573244145035683,0.000520059560889797,0.000508538513744621,0.0005295859106975,0.000545971463358024,0.000572274109136809
320,"GTM","Guatemala",0.0100997058363038,0.00938323908584763,0.00957524581706499,0.00879450330849565,0.00893811184468572,0.00849892235657513,0.00866223689173527,0.00811479142368832,0.00841850945124153,0.00826144153699333,0.0080441833691395,0.00774275256552017,0.00762268845921384,0.00779527901299901,0.0078866031500296,0.00768706192840726,0.00806917894491279,0.00776047738865788,0.00776851074346704,0.00793866818114184,0.00814014218454293,0.00808410537836715
831,"GGY","Guernsey",0.00943341588142895,0.00865452167505175,0.00906386149650095,0.00880633905869205,0.00821300213383364,0.00797067690315212,0.00792065141532358,0.00785243541239512,0.00779436226433132,0.00655690736578677,0.00617415622238213,0.00702138034738073,0.00597335691624856,0.00600570201751069,0.00450676212890668,0.00504805393113602,0.00423300910557239,0.00396215444081373,0.00385308539393449,0.00407975355367131,0.00380826402363646,0.00365512357517462
324,"GIN","Guinea",0.00179809903668048,0.00194300967528114,0.0017982304543624,0.00198184740671953,0.00228536270713136,0.00202164410420873,0.00240577184415962,0.00187966005641325,0.00208181472253553,0.00227891828304607,0.00214738240498973,0.00222315568275626,0.00231834475507203,0.00263703044978453,0.00215639368583878,0.00208092757640529,0.00222109503771961,0.00209121703197035,0.00209061029618676,0.00209625093280058,0.00211922505654034,0.00214212026594431
624,"GNB","Guinea-Bissau",0.00344536573126351,0.00390698094892921,0.00330358318796659,0.00326805160354517,0.00360075710107015,0.00351717346313973,0.00349650104729619,0.00381596537811444,0.00362356736043468,0.0031722363647839,0.00334740262863445,0.00349354470518801,0.0033951203263197,0.00367410149660162,0.00335056891366056,0.00400641816220176,0.00393915788095947,0.0036303103971954,0.00398348809863254,0.00380870696626793,0.00367707644367376,0.00391991260350493
328,"GUY","Guyana",0.000384651015600686,0.000339695206193629,0.000367083607551232,0.000341447054206977,0.000335154222642357,0.000332779152500827,0.000364173299197202,0.000363697102702794,0.000334161178053047,0.000350517254126881,0.000327457159355145,0.000337224173429204,0.00035959658894773,0.000384406391603654,0.000305220090576195,0.000313372978950804,0.00032666745308419,0.000314251343600284,0.000294433647549306,0.000291854611699931,0.00038129217466012,0.000420382226594937
332,"HTI","Haiti",0.00174104622675586,0.0015998497850015,0.00146232208385967,0.00149766410130848,0.00139951468745023,0.00134259340724891,0.00131170972710419,0.00114203623986463,0.00118036683364292,0.00117221783597227,0.00120168673799434,0.00119857976459774,0.0012164827055983,0.00110637336209019,0.00103208557609204,0.00106665336589575,0.00104860271757991,0.00102275069573765,0.00106019273189862,0.00103052121006378,0.00103354907290605,0.00100250987904005
336,"VAT","Holy See",0.0152187440544367,0.0134815294295549,0.012420310638845,0.0113870110362768,0.00985419750213623,0.00840656645596027,0.00732635660097003,0.00586062530055642,0.00608529755845666,0.00560901174321771,0.00503200246021152,0.00467098783701658,0.00434114970266819,0.00407197745516896,0.00362707022577524,0.00317410845309496,0.0027871704660356,0.00240321923047304,0.00238089123740792,0.00246684974990785,0.00242100190371275,0.00254789949394763
340,"HND","Honduras",0.00442170979804875,0.00390222726752879,0.00438594558261412,0.00389462029877773,0.00402182766730123,0.00390403972980084,0.00381634699665008,0.00374842304890112,0.00394073072900695,0.00351253509098266,0.00370914253820701,0.00345137580724665,0.0031649310180633,0.0036327293328243,0.00328898106142987,0.0031080457171173,0.00337798927745399,0.00357398131875712,0.00321680838811869,0.00325631182369463,0.00338091511755398,0.00356189944939164
344,"HKG","Hong Kong",0.109274987043009,0.129835231902823,0.130000537661479,0.1371992964099,0.134015293909996,0.130671296479927,0.129395820942291,0.11945698317739,0.119199406658089,0.117362274094023,0.120178979651366,0.126557400571903,0.129215840958465,0.126973149677969,0.10976840506155,0.115660731724563,0.118305139250964,0.110208007835605,0.110148854833481,0.110467475296132,0.111844873227633,0.108937331459351
348,"HUN","Hungary",0.0367783281126839,0.0333177983330861,0.0350622402704442,0.0324471520931519,0.0270457492904005,0.0252266292637547,0.0218472122842142,0.0190805881220299,0.0189119420136582,0.0173106615200626,0.0164249659525152,0.0163820397233554,0.0151751522156042,0.0143955720030149,0.0132375134616919,0.0132710154063701,0.0120645451028949,0.0109945712889828,0.0115199029539168,0.0110064574707297,0.010950652679685,0.0112165569170172
352,"ISL","Iceland",0.00252254422747967,0.00215605643151228,0.00205052286108195,0.00188597675483561,0.00172430068441349,0.00162020136537519,0.00157445159650855,0.0014143959923571,0.00126702527948331,0.00125804516833188,0.00110249433080222,0.00110539261064105,0.000920058917759604,0.000999809818495133,0.00077464995722715,0.000659684723531749,0.000646491043347777,0.000521466263640301,0.000538934272211627,0.000540753188647136,0.000550083619964119,0.00052899764146404
356,"IND","India",0.0255511617375004,0.026782949990673,0.0271820184657726,0.0286542287190611,0.0293592939061573,0.0311345599363892,0.0312197941029704,0.0320599744621064,0.0337198003010153,0.0333469638233358,0.0334957857420647,0.0346105554650539,0.0355358189855813,0.0363589844027288,0.0356997394040927,0.0368684386919245,0.0375066293840734,0.0391599375896877,0.0403991077091872,0.0397234030272298,0.0405919231419317,0.038985127446252
360,"IDN","Indonesia",0.0169196590007839,0.0175746182644644,0.0174782810529778,0.0183840018439677,0.0188977028952221,0.0199232011124343,0.021350155039374,0.0222919842785681,0.0218998265670159,0.0225589284672988,0.0229324383992464,0.0231875979331149,0.0235634130984018,0.0248942690806987,0.0215360296081732,0.0212516703904964,0.0213998649152527,0.0225997459981491,0.023070653976885,0.0236771538762086,0.0224966285670253,0.0228125444019061
